,tweet_id,user,time,tweet_text,location,hashtags,search_term
31,1328509079015337985,julianavicki,Tue Nov 17 01:23:41 +0000 2020,The most comfortable sweat pants on earth are Fruit of the Loom $7 from the men’s section at Walmart and I will die on this mountain,"West Virginia, USA",,Walmart
32,1328508791550341120,noiwontforget,Tue Nov 17 01:22:33 +0000 2020,@Neecienee @Walmart @tyler_hynes @hallmarkchannel PLEASE!!,"Virginia, USA",,Walmart
33,1328508216532197381,kayisnotokay_,Tue Nov 17 01:20:15 +0000 2020,@Hotfuzz3000 tell her to meet me in the walmart parking lot down the street from my house,Canada,,Walmart
34,1328508162337624064,rfd_hotdeals,Tue Nov 17 01:20:03 +0000 2020,[Walmart] philips multigroomer series 7000 (starts 19 nov) https://t.co/lw8fiwYP2A,Canada,,Walmart
35,1328506416773140480,MagicMan816,Tue Nov 17 01:13:06 +0000 2020,@Makveli_ @ilikethisteam11 I did find one at another Walmart,Florida,,Walmart
36,1328505949242466307,SbGmail,Tue Nov 17 01:11:15 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",,"PS5,",Walmart
37,1328504522428190720,ItsLoganCAD,Tue Nov 17 01:05:35 +0000 2020,@ConspiracySause @Walmart ya i saw i just dont get why they would say it would come today if they dont plan on delivering it for another 2 days,Canada,,Walmart
38,1328503348358643713,talhabbr,Tue Nov 17 01:00:55 +0000 2020,@thelukemullen @Kieranandrews18 Walmart one day after Halloween,"Saskatchewan, Canada",,Walmart
39,1328502580570308613,thoucynical_,Tue Nov 17 00:57:52 +0000 2020,@moebius_strip Why are Walmart and Costco ahead of our government?,Canada,,Walmart
40,1328502570038538242,MagicMan816,Tue Nov 17 00:57:49 +0000 2020,"@ilikethisteam11 I literally went to a locally Walmart yesterday to get a pulse 3d headset and they had 2, but no headset 😩",Florida,,Walmart
41,1328502302613905411,WVduder,Tue Nov 17 00:56:45 +0000 2020,@HyperX I would like it more if @Walmart would update my tracking info to show me that it’s shipped!,"West Virginia, USA",,Walmart
42,1328502131549220865,kimtia719,Tue Nov 17 00:56:05 +0000 2020,Wf!! .. and indoor dining is closed in Michigan.  Let's get more people into Walmart .. are you kidding me????    https://t.co/VfhwSVQdr3,"Michigan, USA",,Walmart
43,1328499881355456512,justdone300,Tue Nov 17 00:47:08 +0000 2020,@Steinbach @Walmart if u cant keep the masks on the self absorbed bible thumbers properly then maybe a customer should help adjust it for them!! Pretty sure u can refuse service to anyone for any reason🤔 so why not refuse service to those breakin the health order..grow balls!,"Manitoba, Canada",,Walmart
44,1328499721774772225,musicislove127,Tue Nov 17 00:46:30 +0000 2020,@angelaxo_98 @marnylandersen It reminds me of the cheap Walmart knock offs . Other knock offs look better,Canada,,Walmart
45,1328498734716624900,trillassbull,Tue Nov 17 00:42:35 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","NJ, USA",,Walmart
46,1328494040183148544,ughaGHOST,Tue Nov 17 00:23:56 +0000 2020,"Walmart Canada has 55"" 4k tvs for $300. My problems are 1, that is expensive and I'm trying to save for a new PC and 2, there's is simply nowhere to put a tv that big in my bedroom. My current tv is a 28"" my mom got for free from her bank and it barely fits on my table.",Canada,,Walmart
47,1328492901920169985,Noordeep,Tue Nov 17 00:19:24 +0000 2020,Stupid ass Walmart give me my fucking PS5,Canada,,Walmart
48,1328492633182916608,love_potus,Tue Nov 17 00:18:20 +0000 2020,"@ashley_actually Then it’s not safe to go to Walmart, Costco and the grocery stores either.  We need to get a grip, this is out of control.",Canada,,Walmart
49,1328492545719021571,dongluvr,Tue Nov 17 00:17:59 +0000 2020,walmart has these on sale for $50!! (they are not locked up or have a security tag on them) they come in multiple colors and is an easy gift for any ladies or theydies in ur life! https://t.co/6KeMiimpW4,"Virginia, USA",,Walmart
50,1328491903508213763,NourKhirfan,Tue Nov 17 00:15:26 +0000 2020,Walmart smells like weed🤮,"Michigan, USA",,Walmart
51,1328490847508307968,Kiorno,Tue Nov 17 00:11:14 +0000 2020,"@WalmartCAGaming I seriously called my local Walmart like 2 hours ago and they told me that they never got any including on launch day.

Are they gonna be sent out to those walmarts that didn't get one or the most popular?",Canada,,Walmart
52,1328490456448167939,mklizack87,Tue Nov 17 00:09:41 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…","kombat Island, USA","PS5,",Walmart
53,1328489165730832386,makeupeditt,Tue Nov 17 00:04:33 +0000 2020,These $5 pj sets from @walmart &gt;&gt;&gt;&gt;,"Virginia, USA",,Walmart
54,1328488584467329024,hrus38,Tue Nov 17 00:02:15 +0000 2020,@travisakers Walmart,"Virginia, USA",,Walmart
55,1328487902544875521,slapnuts180,Mon Nov 16 23:59:32 +0000 2020,"@FPVaughanIII I’m not so sure.  I think it was more like the way people think it’s awesome that shopping at Walmart is so cheap, until all the mom and pop shops close down",Canada,,Walmart
56,1328487144789315589,javi007pr,Mon Nov 16 23:56:32 +0000 2020,#MailCall thanks to the links @snkr_twitr 🙏 PS5 in the way from Walmart 💪 https://t.co/1wSmPZRmIQ,"Guaynabo, PR","MailCall,",Walmart
57,1328487116536418305,CometsMum,Mon Nov 16 23:56:25 +0000 2020,“#Walmart's decsn 2offload 85% of Japanese supermarket chain #Seiyu to NY-based [#hedgefund] #KKR &amp; Japanese e-tailer #Rakuten constitutes an admissn that American-style emph on lo pxs &amp; mngmt's commimnt to efficiency failed 2resonate w Japanese consumers. https://t.co/nb8BN4y4Xs,Canada,"Walmart,Seiyu,hedgefund,KKR,Rakuten,",Walmart
58,1328486896071217154,Ilovemeowmakers,Mon Nov 16 23:55:32 +0000 2020,Can you set up a Thanksgiving picnic in the Walmart parking lot? https://t.co/zmvnChVL2I,  Florida,,Walmart
59,1328486869257101314,Lenasmi45403431,Mon Nov 16 23:55:26 +0000 2020,@charliekirk11 That's true when you're at the Walmart shopping everyday....without a mask. https://t.co/9IkrMyjfIS,"Michigan, USA",,Walmart
60,1328484813314142208,CelineGoBoating,Mon Nov 16 23:47:16 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","New York, NY",,Walmart
61,1328482919078354944,rblight18,Mon Nov 16 23:39:44 +0000 2020,"Other teams are doing new and interesting things, while some actually honour their previous locations. The Jets do neither, and instead develop what looks like a cheap knockoff from Walmart. Pathetic.","Winnipeg, MB",,Walmart
62,1328482737620213762,_freshdaily_,Mon Nov 16 23:39:01 +0000 2020,@WolfpackCasey @Walmart Exactly?!! The fact they won't respond to this question says a lot... seen a good amount of posts saying their order got canceled... which would be pure evil so let's hope not 😓,Michigan,,Walmart
63,1328482353304334336,Richard03091393,Mon Nov 16 23:37:29 +0000 2020,"@WalmartCAGaming What a joke Walmart is. Ordered mine September 16th. Item did not ship till I went in the store angry . Then it ships after launch, people who ordered on the Nov 12th are already getting theirs before me ? When I ordered 2 months ago. No one has any answers as to why this is. https://t.co/04MbfrmOvY",saskatoon,,Walmart
64,1328482173230301184,29Sophia_,Mon Nov 16 23:36:46 +0000 2020,@MiguelMikegto8 Walmart,"Pénjamo, Guanajuato",,Walmart
65,1328481591354683392,adudesnerdery,Mon Nov 16 23:34:28 +0000 2020,@DarthRukkus Not yet!!! I had several that shipped from walmart at the exact same time and only this one showed up today,"Michigan, USA",,Walmart
66,1328480938607714304,ItsLoganCAD,Mon Nov 16 23:31:52 +0000 2020,@Walmart care to explain why my ps5 isnt even out for delivery yet? Cause last time i checked its Monday November 16. I have had no updates since the 11th like come on https://t.co/ceU0cpF3dw,Canada,,Walmart
67,1328480668502908933,AmyTidd,Mon Nov 16 23:30:48 +0000 2020,"RT @msmichelle1029: https://t.co/pfeb7jduxj KUSA: Walmart announces free Thanksgiving dinner for everyone.
https://t.co/XtFvrTujxU

via @Go…",Florida,,Walmart
68,1328480430119477248,Richard03091393,Mon Nov 16 23:29:51 +0000 2020,@AndreasMango @WalmartCAGaming Same thing happened to me. Walmart is simply trash. Never order there again lesson learnt. People ordering November 12th already got theirs. When they should have prioritized people who ordered September 16th. Ridiculous,saskatoon,,Walmart
69,1328480422452469762,msmichelle1029,Mon Nov 16 23:29:49 +0000 2020,"https://t.co/pfeb7jduxj KUSA: Walmart announces free Thanksgiving dinner for everyone.
https://t.co/XtFvrTujxU

via @GoogleNews","Michigan, USA",,Walmart
70,1328478294002511875,irisstainedglas,Mon Nov 16 23:21:21 +0000 2020,"@beckieavery4 We are pretty much doing anyway! We’re lucky, retired, living on 20 wooded acres, online order everything, only go out for Walmart groceries they put in the trunk, doctors, walking &amp; golf. BUT, if they do it they MUST provide for those that can’t work! Many need it NOW! damned Rs","Virginia, USA",,Walmart
71,1328477282336464897,LoriMoffet,Mon Nov 16 23:17:20 +0000 2020,"@Gator23Nation I have some too but when I get paid this week I’ll get some more , I just saw on the news that publix and Walmart are starting to ration it again . We know it is ‘‘tis the season , better stock up",Florida,,Walmart
72,1328476994871365633,ellie_rhc,Mon Nov 16 23:16:12 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",MN + NYC,,Walmart
73,1328476741782921222,FF_LeapOfFaith,Mon Nov 16 23:15:11 +0000 2020,@The1Hudsonian Maybe it’s just your Walmart. Because a lot of my other friends rave about it,Florida,,Walmart
74,1328475371017302016,arian_zodiac,Mon Nov 16 23:09:44 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…","Toronto, Ontario","PS5,",Walmart
75,1328474746556706816,Dshe51arerDiana,Mon Nov 16 23:07:16 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
76,1328474318599303169,FlaxenVenus,Mon Nov 16 23:05:34 +0000 2020,@EvoJanus @SpawnWaveMedia It's in the Walmart ad,"Virginia, USA",,Walmart
77,1328474245219971075,Mevsme4,Mon Nov 16 23:05:16 +0000 2020,@Anon111Q Haha the FBI couldn’t investigate the loaf of bread stole from the Walmart down the street and make any credible arrests. Why should we care about this?,Canada,,Walmart
78,1328473832068407297,KyleKlatt,Mon Nov 16 23:03:38 +0000 2020,@NHLJets @JetsGearStore Are those the same ones that are 24.98 at Walmart?,"Winnipeg, Manitoba",,Walmart
79,1328472926962802689,The_Ritty,Mon Nov 16 23:00:02 +0000 2020,"@DJMggot1 They were all in the 'middle aged and still cool' flyer from last week lol ;P

Walmart rolled back elites but the set was all current guys so I had no interest... Ugh what if there's nothing...will I regret not wasting 20$ on an elite just for Orton hands? lol",Canada,,Walmart
80,1328472648821706758,Dan_Williamson,Mon Nov 16 22:58:55 +0000 2020,RT @rbaduluth: Did you know you can make a difference from the comfort of your own home? Find items to purchase @DuluthSA registry at https…,,,
81,1328472213520060431,KevanHulligan,Mon Nov 16 22:57:12 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",Northern Virginia,,Walmart
82,1328470721119596549,11c6558cc63241f,Mon Nov 16 22:51:16 +0000 2020,To the rude women at Walmart who wouldn’t move her butt away from me and no mask on who was coughing and sneezing “ GO HOME STOP SPREADING ILLNESS”!!! Next time stand in the circle 6’ from people paying too!!,MN,,Walmart
83,1328470715755065347,luimy_003,Mon Nov 16 22:51:15 +0000 2020,"@Jake_Randall_YT I NEED YOUR HELP. I'm from another country, but I have a close relative at a Walmart and he has not been able to get a PS5. 🙌🏼🙏🏼😭 I have been following your account and YouTube videos and I have not been able to do it. Have the money, we lack the console. 🙏🏼",Dominican Republic,,Walmart
84,1328469109189849088,lguntersmith,Mon Nov 16 22:44:52 +0000 2020,"RT @HamiltonBeachCA: Baking #homemade bread is all the rage! Make your own with our Premium Dough &amp; Bread Maker, with 14 different cycles,…",,"homemade,",
85,1328467112017408003,frozenants,Mon Nov 16 22:36:55 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",The right side of history,,Walmart
86,1328466828700524544,ImGurkaranTweet,Mon Nov 16 22:35:48 +0000 2020,Was walking in walmart and then I saw this and I was in shock #Mario #Nintendo https://t.co/1UjnGQ2yZG,Canada,"Mario,Nintendo,",Walmart
87,1328466383106084864,shafealia,Mon Nov 16 22:34:02 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",Canada,,Walmart
88,1328466135453368320,AanelVictoria,Mon Nov 16 22:33:03 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",U.S.,,Walmart
89,1328464680453607424,Grubsweatcheers,Mon Nov 16 22:27:16 +0000 2020,"@DrJenGunter Taprooms, bars &amp; restaurants can do pick-up &amp; delivery. Very few grocery stores sell alcohol.

Uproar is because tons of pics this weekend of box stores had packed parking lots.

Expect places like Walmart will have to rope off everything but grocery section by end of this week.",Winnipeg,,Walmart
90,1328464089778167809,tigger1566,Mon Nov 16 22:24:55 +0000 2020,"How about wearing masks?  You see families, even,  walking around the store with No masks on. 
Walmart Is Now Doing This as Soon as You Go in the Store
Walmart Is Now Doing This as Soon as You Go in the Store https://t.co/a19kzWry23","Laurel, Montana",,Walmart
91,1328463921406152713,SammiB_MSU,Mon Nov 16 22:24:15 +0000 2020,The one time I had to go inside Walmart because they couldn't have the thing I needed for curbside pickup I almost fought a girl bc she didn't wanna wear a mask and kept wanting to talk to me. I hate it here never leaving my house again,Michigan,,Walmart
92,1328463289186213889,igloowoman1,Mon Nov 16 22:21:44 +0000 2020,Just wanna know why Walmart isn’t enforcing masks 🤢🤢 target would never let this slide,"Michigan, USA",,Walmart
93,1328462209786241024,Mommylifewith3,Mon Nov 16 22:17:27 +0000 2020,@ThatMommaWolf I can’t 😂😂😂 then go to Walmart and buy the same as everyone else! I don’t own a multimillion dollar company to supply you with cheap clothes,"Michigan, USA",,Walmart
94,1328461550986821633,dotardtrumper,Mon Nov 16 22:14:50 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
95,1328460590449385477,GovtOfThePeople,Mon Nov 16 22:11:01 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",United States,,Walmart
96,1328459959047237634,420investing,Mon Nov 16 22:08:30 +0000 2020,@JohnTory But if you work at say Walmart it’s cool to be around thousands of the public a day.,Canada,,Walmart
97,1328459925744476165,BTSxCanada,Mon Nov 16 22:08:22 +0000 2020,"@alaska2121 Unfortunately, iTunes is our only place to purchase the MP3 version of BE. You can also pre-order it through Amazon Canada or pick it up at Walmart or Sunrise Records. 

Good thing is anyone can sign up for iTunes, no matter what device you use!",Canada,,Walmart
98,1328459386876936192,insuRestaurants,Mon Nov 16 22:06:14 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Sacramento, CA",,Walmart
99,1328459265921609729,ohryan,Mon Nov 16 22:05:45 +0000 2020,"@toderash I agree this needs to be done for the sake of the pandemic. 

But we shouldn't pretend this helps local biz. If anything it props up Amazon. 

Local biz who compete with the likes of walmart often differentiating themselves by selling non-discount goods.",Winnipeg,,Walmart
100,1328459248972521477,ItsLoganCAD,Mon Nov 16 22:05:41 +0000 2020,@Walmart why does it say my ps5 should be here today but yet its 3pm and still isnt out for delivery... can i get my ps5 already,Canada,,Walmart
101,1328458420329058305,cassinomama,Mon Nov 16 22:02:23 +0000 2020,"@ctvwinnipeg Most of the no votes are not being truthful I would guess just look at the Walmart/superstores/Costco,Home Depot, Cabelas, Dollarama,IKEA not much in the way of essentials at half these stores!",,,Walmart
102,1328457358016737280,pat_northrup,Mon Nov 16 21:58:10 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Winchester, VA",,Walmart
103,1328457233252954114,WOODTV,Mon Nov 16 21:57:40 +0000 2020,"No face mask or face shield, no entry at Costco unless you're younger than 2:  https://t.co/Rn9ye24Gns","Grand Rapids, Mich.",,
104,1328457171353432065,_peacece_,Mon Nov 16 21:57:25 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
105,1328456908181803010,nevie_neverest,Mon Nov 16 21:56:23 +0000 2020,do i just risk it and show up to the Walmart by my house with fingers crossed just in case,florida,,Walmart
106,1328456603775938563,dior_tears,Mon Nov 16 21:55:10 +0000 2020,@softbby123 😭😭 I know Walmart also has nice ones but limited designs,Canada,,Walmart
107,1328456199122145287,BernhardSandy,Mon Nov 16 21:53:34 +0000 2020,@bmbrman85 @NHLJets @adidashockey @NHL I thought that too. Like sweatshirt from Walmart.,"East Selkirk, MB",,Walmart
108,1328456119321243648,_freshdaily_,Mon Nov 16 21:53:15 +0000 2020,@Walmart usually responds fast. But silence on when PS5 will ship from the 12th &amp; people's orders being canceled for no reason. That would be devastating. This is very traumatic atm. It's been 4 full days why hasn't my order shipped 😓 I just wanna know it's coming 😖,Michigan,,Walmart
109,1328455609394532354,BernhardSandy,Mon Nov 16 21:51:13 +0000 2020,@680CJOB Too dull. Would have been better in white or blue.  The other NHL Retro jerseys are colourful.  This  looks like a grey sweatshirt from Walmart.,"East Selkirk, MB",,Walmart
110,1328455313813549061,SusanPidge,Mon Nov 16 21:50:02 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",the Jersey Shore,,Walmart
111,1328455188647174145,KristinLeighton,Mon Nov 16 21:49:33 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","New York, NY",,Walmart
112,1328455051661160454,iceManEssa,Mon Nov 16 21:49:00 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",DMV,,Walmart
113,1328455051334066176,pcanderson85,Mon Nov 16 21:49:00 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",Highlands Ranch,,Walmart
114,1328454805812088832,20Garbear12,Mon Nov 16 21:48:01 +0000 2020,At Walmart getting gifts for young girl for a Christmas box’s makes my heart so happy. 🥰🥰 https://t.co/hwMsqxwoOa,"West Virginia, USA",,Walmart
115,1328454631832367109,Jango__23,Mon Nov 16 21:47:20 +0000 2020,Local @Walmart has 4 #PlayStation5 but refuses to sell them. They have to be purchased 11/25 online only. WHY IS THIS HAPPENING @Sony @PlayStation! Do you what's happening on @eBay?! It's not fair to the fans!,"Michigan, USA","PlayStation5,",Walmart
116,1328454290956947456,cat42758,Mon Nov 16 21:45:59 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","California, USA",,Walmart
117,1328453993199267842,YassirEltigani,Mon Nov 16 21:44:48 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",Omdurman,,Walmart
118,1328453699799277568,GrapeRipple,Mon Nov 16 21:43:38 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",Peoples Republic of Austin ,,Walmart
119,1328453659559141385,WalkinDude71,Mon Nov 16 21:43:28 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
120,1328453569020891143,mkverson,Mon Nov 16 21:43:06 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Princeton, NJ",,Walmart
121,1328453174575828992,Botting4Lily,Mon Nov 16 21:41:32 +0000 2020,@MysticBots_ walmart,Canada,,Walmart
