,user,time,tweet_text,lat,long,location,hashtags
2254,bhabodor,Sun Nov 08 10:38:17 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,inthemiddleofnowhere,[]
2255,BashorunAkin,Sun Nov 08 10:38:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Fela's Shrine,[]
2256,rasheedatanda,Sun Nov 08 10:35:25 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2257,BadBoyYom_,Sun Nov 08 10:34:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos x Illy,[]
2258,ciciazubike,Sun Nov 08 10:33:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Taofii's,[]
2259,moodandverses,Sun Nov 08 10:32:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Listening to music,[]
2260,awwal1999,Sun Nov 08 10:32:30 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2261,NasrMomo,Sun Nov 08 10:31:18 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,random,[]
2262,adeleke_cassper,Sun Nov 08 10:28:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2263,zorto_e,Sun Nov 08 10:28:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2264,BadBoyGrey___,Sun Nov 08 10:26:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos🚀,[]
2265,ngenejnr6,Sun Nov 08 10:24:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Enugu and Owerri,[]
2266,juliana_oluwat,Sun Nov 08 10:23:41 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Smwhr on δ moon☁find mi,[]
2267,Dezzyprobest,Sun Nov 08 10:22:32 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2268,OmoIyaFoyin,Sun Nov 08 10:21:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Apparently, OSG ",[]
2269,only1sabiboy,Sun Nov 08 10:19:58 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,LIFE IN MINUTES,[]
2270,thebukola_,Sun Nov 08 10:18:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2271,chinwezen,Sun Nov 08 10:18:10 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Naija,[]
2272,Klassikaljuwon,Sun Nov 08 10:15:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abeokuta, Nigeria",[]
2273,Lord_Calder,Sun Nov 08 10:15:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Calabar, Nigeria",[]
2274,DivineSupply,Sun Nov 08 10:14:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2275,ijiola_,Sun Nov 08 10:14:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2276,Motunrayo_ET,Sun Nov 08 10:13:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2277,Esemaria13,Sun Nov 08 10:12:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Anfield,[]
2278,XtimelessIbeh,Sun Nov 08 10:10:52 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Ikeja Lagos ,[]
2279,nnamjustin,Sun Nov 08 10:10:03 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2280,sonandspirit,Sun Nov 08 10:08:36 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Heaven,[]
2281,realJohnEssien,Sun Nov 08 10:07:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2282,x_ade09,Sun Nov 08 10:06:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2283,Tori4smith,Sun Nov 08 10:06:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2284,_nerella,Sun Nov 08 10:04:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Warri, Nigeria",[]
2285,loveth_marie,Sun Nov 08 10:03:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Home,[]
2286,obadeji10,Sun Nov 08 10:02:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Ether,[]
2287,chuckd125,Sun Nov 08 10:00:41 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2288,femodee,Sun Nov 08 10:00:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2289,SilasEklund,Sun Nov 08 09:58:51 +0000 2020,"I NEED A MIRACLE. ANYONE EVER HOPE OR WISH THAT YOU PASS OUT, AND WAKE UP WITH THOUSANDS IN YOUR BANK?",,,"Guelph, Ontario",[]
2290,Le_Bon_David,Sun Nov 08 09:58:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2291,ClintDurueke,Sun Nov 08 09:58:20 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2292,Mike_Rock1,Sun Nov 08 09:57:44 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2293,HadeyyG,Sun Nov 08 09:57:32 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2294,AyotuSays,Sun Nov 08 09:56:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2295,Molayo_1,Sun Nov 08 09:54:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ibadan, Nigeria",[]
2296,Ebekpo_official,Sun Nov 08 09:54:41 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Uyo, Nigeria",[]
2297,_Ilamosi_,Sun Nov 08 09:54:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Starting a revolution.,[]
2298,Hephi_ibk,Sun Nov 08 09:54:19 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2299,JulietaAloys,Sun Nov 08 09:53:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2300,Owolatunbi,Sun Nov 08 09:51:57 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abeokuta, Nigeria",[]
2301,bludeville,Sun Nov 08 09:51:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"ÜT: 6.00972,6.92426",[]
2302,Niskyyyy,Sun Nov 08 09:51:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abuja,[]
2303,Mr_Johnsongid,Sun Nov 08 09:51:38 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2304,OnuohaVin,Sun Nov 08 09:51:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2305,palmtv23,Sun Nov 08 09:50:02 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,somewhere on earth,[]
2306,multi_money1,Sun Nov 08 09:49:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2307,Tk_Lawson,Sun Nov 08 09:48:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2308,Ms_Ada_Oku,Sun Nov 08 09:48:03 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Vibes,[]
2309,alfredategie,Sun Nov 08 09:46:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2310,RejoiceFabian,Sun Nov 08 09:45:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Enugu, Nigeria",[]
2311,Fav3ur,Sun Nov 08 09:45:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,🇳🇬,[]
2312,the_Oloruntooni,Sun Nov 08 09:44:25 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"In Christ, in Canada",[]
2313,zee_mustapha,Sun Nov 08 09:38:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2314,Sandraorokodo,Sun Nov 08 09:35:03 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abuja,[]
2315,producer_bee,Sun Nov 08 09:32:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,VIBES,[]
2316,La_Reina_Sese,Sun Nov 08 09:31:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2317,tiaana_kris,Sun Nov 08 09:31:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2318,lajueresanara,Sun Nov 08 09:29:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2319,SteemJets,Sun Nov 08 09:29:32 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Crypto World ,[]
2320,miz_Pixiee,Sun Nov 08 09:29:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2321,Olivy_cee,Sun Nov 08 09:28:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Earth,[]
2322,eazzzee,Sun Nov 08 09:27:58 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2323,berkart_,Sun Nov 08 09:25:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Omoh chill abeg,[]
2324,dokita_ophunmi,Sun Nov 08 09:25:03 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Ibadan ,[]
2325,dan_d_gooner,Sun Nov 08 09:20:36 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
2326,yemmmyojo,Sun Nov 08 09:19:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2327,soulleytunez,Sun Nov 08 09:18:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abuja,[]
2328,_sarah_ms,Sun Nov 08 09:17:44 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2329,lumi_OG,Sun Nov 08 09:17:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2330,Emceespad3s,Sun Nov 08 09:16:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2331,Oluwase77608061,Sun Nov 08 09:15:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2332,L3nin_,Sun Nov 08 09:14:32 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2333,stevenalawo,Sun Nov 08 09:12:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,World,[]
2334,Udytein,Sun Nov 08 09:12:14 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2335,FisayomiO,Sun Nov 08 09:11:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2336,princewillxp,Sun Nov 08 09:10:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2337,dejidejo,Sun Nov 08 09:10:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Anywhere there is Brezz,[]
2338,tobysunlight,Sun Nov 08 09:10:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2339,ASAPTizzle,Sun Nov 08 09:10:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2340,timioladosu,Sun Nov 08 09:10:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Mars,[]
2341,Richardnzube,Sun Nov 08 09:09:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,portharcourt,[]
2342,ahurilluminati,Sun Nov 08 09:08:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2343,Petrsyd,Sun Nov 08 09:06:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Scotland, United Kingdom",[]
2344,swtnene,Sun Nov 08 09:06:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2345,OnyebuchiAjufo,Sun Nov 08 09:04:38 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2346,Petersonadmtz,Sun Nov 08 09:02:58 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Tanzania 🇹🇿🇹🇿,[]
2347,AhmedHadabi,Sun Nov 08 09:01:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Earth 🌍,[]
2348,Khunlebell,Sun Nov 08 09:01:31 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2349,Harrison_Godday,Sun Nov 08 09:00:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Foreign,[]
2350,soaressoles,Sun Nov 08 09:00:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2351,zeit1607,Sun Nov 08 09:00:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2352,abydike,Sun Nov 08 08:59:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2353,jeeremiih,Sun Nov 08 08:59:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos ,[]
2354,PillsN__Potions,Sun Nov 08 08:58:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,In Zeus's home,[]
2355,Franklinpele1,Sun Nov 08 08:56:59 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Anambra, Nigeria",[]
2356,H_MUNAH,Sun Nov 08 08:56:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos.nigeria,[]
2357,empress_sharee,Sun Nov 08 08:56:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2358,jay_elmagnific,Sun Nov 08 08:54:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria.......,[]
2359,realfrankki,Sun Nov 08 08:52:16 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2360,oma_oritse,Sun Nov 08 08:51:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Stamford bridge, Nigeria",[]
2361,Obinna__,Sun Nov 08 08:51:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2362,nitro_muzic,Sun Nov 08 08:51:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,south africa,[]
2363,__sessi,Sun Nov 08 08:50:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2364,iboro_obong,Sun Nov 08 08:48:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2365,KoreOni,Sun Nov 08 08:48:09 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Somewhere Nowhere...,[]
2366,penghomie,Sun Nov 08 08:47:45 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
2367,Oluwadamilanre2,Sun Nov 08 08:47:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,follow me on Instagram 🙏🙏👇,[]
2368,YProprietress,Sun Nov 08 08:46:23 +0000 2020,"RT @TundeTASH: You can use your 1yr NYSC experience to claim points in the Federal Skilled Worker (FSW) Express Entry program to Canada.

I…",,,"Lagos, Nigeria",[]
2369,Royalbloodkja,Sun Nov 08 08:45:20 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Sussex",[]
2370,numbuh_uno,Sun Nov 08 08:43:41 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Sparks, NV",[]
2371,best_tochi,Sun Nov 08 08:42:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2372,buchiorakwe,Sun Nov 08 08:41:47 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos,Nigeria",[]
2373,nickifeajika,Sun Nov 08 08:39:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
2374,mrgbaye,Sun Nov 08 08:39:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2375,blwtf,Sun Nov 08 08:36:50 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
2376,akinolaolajidee,Sun Nov 08 08:36:47 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos Nigeria,[]
2377,N_Bawa,Sun Nov 08 08:34:17 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
2378,dejsmiles,Sun Nov 08 08:34:04 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
